DataHora;Setpoint;Variavel_Controlada;Erro;Variável_Manipulada;Tipo_Controle;Período
18/01/2026 - 21:37:26,738;9,85;15,24;-5,39;-1,54;AvançoFase;11,6
18/01/2026 - 21:37:27,056;10,95;16,41;-5,46;-3,73;AvançoFase;11,6
18/01/2026 - 21:37:27,482;11,88;17,87;-5,99;-4,13;AvançoFase;11,6
18/01/2026 - 21:37:27,907;13,22;19,25;-6,03;-4,05;AvançoFase;11,6
18/01/2026 - 21:37:28,227;14,6;19,96;-5,36;-2,98;AvançoFase;11,6
18/01/2026 - 21:37:28,759;15,95;21,06;-5,11;-2,72;AvançoFase;11,6
18/01/2026 - 21:37:29,080;17,19;22,21;-5,02;-3,44;AvançoFase;11,6
18/01/2026 - 21:37:29,508;18,02;24,57;-6,55;-6,43;AvançoFase;11,6
18/01/2026 - 21:37:29,934;18,94;27,87;-8,93;-12,83;AvançoFase;11,6
18/01/2026 - 21:37:30,362;19,59;29,98;-10,39;-13,45;AvançoFase;11,6
18/01/2026 - 21:37:30,789;19,94;29,5;-9,56;-8,35;AvançoFase;11,6
18/01/2026 - 21:37:31,110;19,98;28,39;-8,41;-6,47;AvançoFase;11,6
18/01/2026 - 21:37:31,538;19,79;26,67;-6,88;-2,84;AvançoFase;11,6
18/01/2026 - 21:37:31,964;19,11;27,01;-7,9;-6,78;AvançoFase;11,6
18/01/2026 - 21:37:32,375;18,48;28,31;-9,83;-13,74;AvançoFase;11,6
18/01/2026 - 21:37:32,801;17,46;29,48;-12,02;-20,59;AvançoFase;11,6
18/01/2026 - 21:37:33,121;16,29;27,94;-11,65;-11,77;AvançoFase;11,6
18/01/2026 - 21:37:33,549;15,3;25,26;-9,96;-6,89;AvançoFase;11,6
18/01/2026 - 21:37:33,973;13,57;22,88;-9,31;-6,14;AvançoFase;11,6
18/01/2026 - 21:37:34,398;12,56;20,99;-8,43;-6,91;AvançoFase;11,6
18/01/2026 - 21:37:34,930;11,26;19,74;-8,48;-7,52;AvançoFase;11,6
18/01/2026 - 21:37:35,249;10,11;19,13;-9,02;-8,49;AvançoFase;11,6
18/01/2026 - 21:37:35,566;9,17;17,72;-8,55;-7,03;AvançoFase;11,6
18/01/2026 - 21:37:35,989;8,49;15,59;-7,1;-3,24;AvançoFase;11,6
18/01/2026 - 21:37:36,415;8,16;13,81;-5,65;-1,04;AvançoFase;11,6
18/01/2026 - 21:37:36,839;8;13,79;-5,79;-2,54;AvançoFase;11,6
18/01/2026 - 21:37:37,156;8,15;14,9;-6,75;-6,92;AvançoFase;11,6
18/01/2026 - 21:37:37,581;8,61;16,29;-7,68;-8,64;AvançoFase;11,6
18/01/2026 - 21:37:38,004;9,35;16,41;-7,06;-4,79;AvançoFase;11,6
18/01/2026 - 21:37:38,427;10,07;15,64;-5,57;-0,87;AvançoFase;11,6
18/01/2026 - 21:37:38,850;11,2;15,27;-4,07;2,22;AvançoFase;11,6
18/01/2026 - 21:37:39,169;12,48;15,71;-3,23;1,24;AvançoFase;11,6
18/01/2026 - 21:37:39,593;13,84;16,94;-3,1;-0,88;AvançoFase;11,6
18/01/2026 - 21:37:40,124;15,21;18,48;-3,27;-1,87;AvançoFase;11,6
18/01/2026 - 21:37:40,444;16,2;20,36;-4,16;-3,22;AvançoFase;11,6
18/01/2026 - 21:37:40,871;17,42;22,71;-5,29;-6,44;AvançoFase;11,6
18/01/2026 - 21:37:41,192;18,46;25,09;-6,63;-10,19;AvançoFase;11,6
18/01/2026 - 21:37:41,619;19,26;28,67;-9,41;-16,13;AvançoFase;11,6
18/01/2026 - 21:37:42,154;19,78;29,65;-9,87;-10,94;AvançoFase;11,6
18/01/2026 - 21:37:42,475;19,97;28,35;-8,38;-5,97;AvançoFase;11,6
18/01/2026 - 21:37:42,901;19,95;26,71;-6,76;-2,82;AvançoFase;11,6
18/01/2026 - 21:37:43,221;19,6;26,52;-6,92;-4,28;AvançoFase;11,6
18/01/2026 - 21:37:43,738;18,96;28,29;-9,33;-13,48;AvançoFase;11,6
18/01/2026 - 21:37:44,058;18,05;28,5;-10,45;-16,65;AvançoFase;11,6
18/01/2026 - 21:37:44,487;17,28;28,36;-11,08;-14,24;AvançoFase;11,6
18/01/2026 - 21:37:44,912;16,03;26,54;-10,51;-9,03;AvançoFase;11,6
18/01/2026 - 21:37:45,234;14,68;24,83;-10,15;-8,34;AvançoFase;11,6
18/01/2026 - 21:37:45,765;13,3;23,19;-9,89;-9,47;AvançoFase;11,6
18/01/2026 - 21:37:46,085;11,96;22,59;-10,63;-10,96;AvançoFase;11,6
18/01/2026 - 21:37:46,512;11,02;21,96;-10,94;-12,63;AvançoFase;11,6
18/01/2026 - 21:37:47,043;9,9;20,87;-10,97;-10,73;AvançoFase;11,6
18/01/2026 - 21:37:47,360;9,01;19,02;-10,01;-8,37;AvançoFase;11,6
18/01/2026 - 21:37:47,784;8,38;16,38;-8;-3,65;AvançoFase;11,6
18/01/2026 - 21:37:48,103;8,05;14,6;-6,55;0,13;AvançoFase;11,6
18/01/2026 - 21:37:48,527;8,01;13,86;-5,85;-1,52;AvançoFase;11,6
18/01/2026 - 21:37:48,950;8,32;15;-6,68;-6,06;AvançoFase;11,6
18/01/2026 - 21:37:49,375;8,74;16,45;-7,71;-7,97;AvançoFase;11,6
18/01/2026 - 21:37:49,799;9,53;17,13;-7,6;-6,47;AvançoFase;11,6
18/01/2026 - 21:37:50,117;10,57;16,66;-6,09;-1,41;AvançoFase;11,6
18/01/2026 - 21:37:50,645;11,46;15,92;-4,46;2,29;AvançoFase;11,6
18/01/2026 - 21:37:50,963;13,1;15,81;-2,71;2,97;AvançoFase;11,6
18/01/2026 - 21:37:51,386;14,13;16,53;-2,4;1,93;AvançoFase;11,6
18/01/2026 - 21:37:51,916;15,49;17,92;-2,43;0,02;AvançoFase;11,6
18/01/2026 - 21:37:52,129;16,77;19,51;-2,74;-2,78;AvançoFase;11,6
18/01/2026 - 21:37:52,557;17,64;21,9;-4,26;-5,17;AvançoFase;11,6
18/01/2026 - 21:37:52,983;18,85;25,12;-6,27;-11,87;AvançoFase;11,6
18/01/2026 - 21:37:53,411;19,39;28,33;-8,94;-15,82;AvançoFase;11,6
18/01/2026 - 21:37:53,838;19,85;29,9;-10,05;-13,41;AvançoFase;11,6
18/01/2026 - 21:37:54,159;20;29,14;-9,14;-7,43;AvançoFase;11,6
18/01/2026 - 21:37:54,587;19,82;26,63;-6,81;-1,44;AvançoFase;11,6
18/01/2026 - 21:37:55,013;19,35;25,95;-6,6;-3,82;AvançoFase;11,6
18/01/2026 - 21:37:55,430;18,8;27,23;-8,43;-9,11;AvançoFase;11,6
18/01/2026 - 21:37:55,868;17,84;28,01;-10,17;-15;AvançoFase;11,6
