DataHora;Setpoint;Variavel_Controlada;Erro;Variável_Manipulada;Tipo_Controle;Período
18/01/2026 - 22:24:54,108;8,01;14,58;-6,57;-6,31;AvançoFase;16,4
18/01/2026 - 22:24:54,532;8,1;15,51;-7,41;-8,2;AvançoFase;16,4
18/01/2026 - 22:24:54,953;8,44;15,04;-6,6;-4,35;AvançoFase;16,4
18/01/2026 - 22:24:55,484;8,76;13,61;-4,85;-0,24;AvançoFase;16,4
18/01/2026 - 22:24:55,802;9,31;13,48;-4,17;0,84;AvançoFase;16,4
18/01/2026 - 22:24:56,119;9,97;14,41;-4,44;-3,12;AvançoFase;16,4
18/01/2026 - 22:24:56,543;10,54;15,86;-5,32;-5,31;AvançoFase;16,4
18/01/2026 - 22:24:57,072;11,6;16,41;-4,81;-3,41;AvançoFase;16,4
18/01/2026 - 22:24:57,390;12,28;15,74;-3,46;-0,11;AvançoFase;16,4
18/01/2026 - 22:24:57,812;13,23;14,95;-1,72;3,73;AvançoFase;16,4
18/01/2026 - 22:24:58,129;14,2;15,05;-0,85;3,39;AvançoFase;16,4
18/01/2026 - 22:24:58,554;14,93;16,08;-1,15;0,49;AvançoFase;16,4
18/01/2026 - 22:24:58,977;16,11;16,95;-0,84;-0,08;AvançoFase;16,4
18/01/2026 - 22:24:59,399;16,77;17,39;-0,62;0,73;AvançoFase;16,4
18/01/2026 - 22:24:59,826;17,6;17,51;8,99999999999999E-02;1,95;AvançoFase;16,4
18/01/2026 - 22:25:00,143;18,32;17,7;0,62;2,32;AvançoFase;16,4
18/01/2026 - 22:25:00,667;18,94;17,72;1,22;3,07;AvançoFase;16,4
18/01/2026 - 22:25:00,984;19,42;17,73;1,69;2,7;AvançoFase;16,4
18/01/2026 - 22:25:01,421;19,7;18,03;1,67;2,33;AvançoFase;16,4
18/01/2026 - 22:25:01,952;19,93;18,73;1,2;0,23;AvançoFase;16,4
18/01/2026 - 22:25:02,165;20;19,45;0,55;-1,45;AvançoFase;16,4
18/01/2026 - 22:25:02,592;19,91;20,95;-1,04;-4,75;AvançoFase;16,4
18/01/2026 - 22:25:03,018;19,67;23,65;-3,98;-10,01;AvançoFase;16,4
18/01/2026 - 22:25:03,446;19,38;26,62;-7,24;-14,46;AvançoFase;16,4
18/01/2026 - 22:25:03,863;18,88;28,71;-9,83;-17,17;AvançoFase;16,4
18/01/2026 - 22:25:04,192;18,25;27,55;-9,3;-10,54;AvançoFase;16,4
18/01/2026 - 22:25:04,716;17,5;25,24;-7,74;-3,55;AvançoFase;16,4
18/01/2026 - 22:25:05,033;16,64;23,35;-6,71;-2,78;AvançoFase;16,4
18/01/2026 - 22:25:05,465;15,98;23,62;-7,64;-8,84;AvançoFase;16,4
18/01/2026 - 22:25:05,888;15,03;25,32;-10,29;-15,98;AvançoFase;16,4
18/01/2026 - 22:25:06,222;14,05;26,86;-12,81;-19,79;AvançoFase;16,4
18/01/2026 - 22:25:06,746;13,07;26,67;-13,6;-17,98;AvançoFase;16,4
18/01/2026 - 22:25:07,067;12,15;24,3;-12,15;-8,34;AvançoFase;16,4
18/01/2026 - 22:25:07,494;11,44;20,91;-9,47;-3,19;AvançoFase;16,4
18/01/2026 - 22:25:07,923;10,61;16,92;-6,31;1,61;AvançoFase;16,4
18/01/2026 - 22:25:08,336;9,85;13,85;-4;3,32;AvançoFase;16,4
18/01/2026 - 22:25:08,769;9,19;13,91;-4,72;-1,41;AvançoFase;16,4
18/01/2026 - 22:25:09,083;8,68;15,24;-6,56;-9,68;AvançoFase;16,4
18/01/2026 - 22:25:09,512;8,39;16,3;-7,91;-11,28;AvançoFase;16,4
18/01/2026 - 22:25:09,935;8,11;15,43;-7,32;-6,41;AvançoFase;16,4
18/01/2026 - 22:25:10,359;8;12,83;-4,83;-0,09;AvançoFase;16,4
18/01/2026 - 22:25:10,782;8,05;11,77;-3,72;2,71;AvançoFase;16,4
18/01/2026 - 22:25:11,099;8,25;13,1;-4,85;-4,57;AvançoFase;16,4
18/01/2026 - 22:25:11,524;8,5;15,74;-7,24;-10,87;AvançoFase;16,4
18/01/2026 - 22:25:11,949;8,97;17,15;-8,18;-9,81;AvançoFase;16,4
18/01/2026 - 22:25:12,372;9,56;16,67;-7,11;-6,28;AvançoFase;16,4
18/01/2026 - 22:25:12,900;10,27;14,36;-4,09;2,09;AvançoFase;16,4
18/01/2026 - 22:25:13,219;11,08;13,18;-2,1;6,32;AvançoFase;16,4
18/01/2026 - 22:25:13,537;11,74;14,16;-2,42;0,67;AvançoFase;16,4
18/01/2026 - 22:25:13,963;12,9;16,89;-3,99;-5,76;AvançoFase;16,4
18/01/2026 - 22:25:14,479;13,63;19,15;-5,52;-7,14;AvançoFase;16,4
18/01/2026 - 22:25:14,798;14,56;22,47;-7,91;-9,92;AvançoFase;16,4
18/01/2026 - 22:25:15,119;15,53;24,84;-9,31;-11,39;AvançoFase;16,4
18/01/2026 - 22:25:15,546;16,23;27,47;-11,24;-14,67;AvançoFase;16,4
18/01/2026 - 22:25:15,972;17,32;27,32;-10;-7,39;AvançoFase;16,4
18/01/2026 - 22:25:16,497;17,89;26,48;-8,59;-4,06;AvançoFase;16,4
18/01/2026 - 22:25:16,816;18,59;26,36;-7,77;-3,74;AvançoFase;16,4
18/01/2026 - 22:25:17,134;19,16;27,48;-8,32;-6,35;AvançoFase;16,4
18/01/2026 - 22:25:17,575;19,57;30,07;-10,5;-14,1;AvançoFase;16,4
18/01/2026 - 22:25:18,002;19,87;29,43;-9,56;-8,04;AvançoFase;16,4
18/01/2026 - 22:25:18,429;19,98;27,77;-7,79;-5,33;AvançoFase;16,4
18/01/2026 - 22:25:18,856;19,98;26,94;-6,96;-3,51;AvançoFase;16,4
18/01/2026 - 22:25:19,159;19,82;27,8;-7,98;-7,44;AvançoFase;16,4
18/01/2026 - 22:25:19,587;19,53;28,84;-9,31;-14,35;AvançoFase;16,4
18/01/2026 - 22:25:20,014;19,07;29,26;-10,19;-11,48;AvançoFase;16,4
18/01/2026 - 22:25:20,441;18,64;27,63;-8,99;-8,61;AvançoFase;16,4
18/01/2026 - 22:25:20,868;17,96;25,87;-7,91;-4,11;AvançoFase;16,4
18/01/2026 - 22:25:21,190;17,18;25,83;-8,65;-7,83;AvançoFase;16,4
18/01/2026 - 22:25:21,617;16,3;27,81;-11,51;-16,63;AvançoFase;16,4
18/01/2026 - 22:25:22,043;15,37;28,2;-12,83;-15,75;AvançoFase;16,4
18/01/2026 - 22:25:22,454;14,64;26,33;-11,69;-10,55;AvançoFase;16,4
18/01/2026 - 22:25:22,880;13,7;23,99;-10,29;-6,07;AvançoFase;16,4
18/01/2026 - 22:25:23,198;12,73;22,97;-10,24;-6,97;AvançoFase;16,4
18/01/2026 - 22:25:23,624;11,8;22,38;-10,58;-9,49;AvançoFase;16,4
18/01/2026 - 22:25:24,050;10,92;23,26;-12,34;-14,3;AvançoFase;16,4
18/01/2026 - 22:25:24,586;10,31;24,17;-13,86;-17,22;AvançoFase;16,4
18/01/2026 - 22:25:24,905;9,59;24,98;-15,39;-18,32;AvançoFase;16,4
18/01/2026 - 22:25:25,226;8,99;25,08;-16,09;-17,13;AvançoFase;16,4
18/01/2026 - 22:25:25,750;8,52;24,3;-15,78;-13,56;AvançoFase;16,4
18/01/2026 - 22:25:26,079;8,19;23,79;-15,6;-13,28;AvançoFase;16,4
18/01/2026 - 22:25:26,508;8,05;23,83;-15,78;-13,09;AvançoFase;16,4
18/01/2026 - 22:25:27,041;8;24,22;-16,22;-15,2;AvançoFase;16,4
18/01/2026 - 22:25:27,364;8,11;24,87;-16,76;-15,07;AvançoFase;16,4
18/01/2026 - 22:25:27,790;8,36;24,89;-16,53;-13,03;AvançoFase;16,4
18/01/2026 - 22:25:28,111;8,8;24,52;-15,72;-11,58;AvançoFase;16,4
18/01/2026 - 22:25:28,539;9,21;24,91;-15,7;-12,41;AvançoFase;16,4
18/01/2026 - 22:25:29,073;10,05;25,48;-15,43;-11,64;AvançoFase;16,4
18/01/2026 - 22:25:29,393;10,63;25,75;-15,12;-11,45;AvançoFase;16,4
18/01/2026 - 22:25:29,819;11,48;26,22;-14,74;-10,61;AvançoFase;16,4
18/01/2026 - 22:25:30,139;12,4;26,51;-14,11;-9,97;AvançoFase;16,4
18/01/2026 - 22:25:30,566;13,36;26,77;-13,41;-8,79;AvançoFase;16,4
18/01/2026 - 22:25:30,995;14,34;26,92;-12,58;-9,36;AvançoFase;16,4
18/01/2026 - 22:25:31,423;15,06;27,57;-12,51;-7,74;AvançoFase;16,4
18/01/2026 - 22:25:31,849;16,02;27,84;-11,82;-9,41;AvançoFase;16,4
18/01/2026 - 22:25:32,170;16,92;28,02;-11,1;-7,61;AvançoFase;16,4
18/01/2026 - 22:25:32,597;17,73;28,54;-10,81;-9,47;AvançoFase;16,4
18/01/2026 - 22:25:33,025;18,45;28,09;-9,64;-5,74;AvançoFase;16,4
18/01/2026 - 22:25:33,560;18,91;28,02;-9,11;-3,47;AvançoFase;16,4
18/01/2026 - 22:25:33,880;19,41;28,36;-8,95;-7,15;AvançoFase;16,4
18/01/2026 - 22:25:34,200;19,76;28,55;-8,79;-6,96;AvançoFase;16,4
18/01/2026 - 22:25:34,610;19,96;28,85;-8,89;-7,4;AvançoFase;16,4
18/01/2026 - 22:25:35,143;20;28,3;-8,3;-6,86;AvançoFase;16,4
18/01/2026 - 22:25:35,464;19,93;28,62;-8,69;-7,48;AvançoFase;16,4
18/01/2026 - 22:25:35,890;19,69;27,91;-8,22;-7,58;AvançoFase;16,4
18/01/2026 - 22:25:36,212;19,3;28,04;-8,74;-8,89;AvançoFase;16,4
18/01/2026 - 22:25:36,853;18,78;27,6;-8,82;-10,37;AvançoFase;16,4
18/01/2026 - 22:25:37,174;18,12;28,03;-9,91;-11,21;AvançoFase;16,4
18/01/2026 - 22:25:37,495;17,55;27,55;-10;-9,3;AvançoFase;16,4
18/01/2026 - 22:25:37,922;16,72;27,67;-10,95;-13,35;AvançoFase;16,4
18/01/2026 - 22:25:38,243;15,82;27,43;-11,61;-12,76;AvançoFase;16,4
18/01/2026 - 22:25:38,776;14,86;26,88;-12,02;-11,97;AvançoFase;16,4
18/01/2026 - 22:25:39,097;13,88;26,61;-12,73;-13,17;AvançoFase;16,4
18/01/2026 - 22:25:39,632;13,15;26,66;-13,51;-14,92;AvançoFase;16,4
18/01/2026 - 22:25:39,951;12,19;26;-13,81;-13,71;AvançoFase;16,4
18/01/2026 - 22:25:40,379;11,28;25,38;-14,1;-13,46;AvançoFase;16,4
18/01/2026 - 22:25:40,806;10,45;24,71;-14,26;-14,28;AvançoFase;16,4
18/01/2026 - 22:25:41,126;9,71;24,79;-15,08;-14,4;AvançoFase;16,4
18/01/2026 - 22:25:41,660;9,22;25,05;-15,83;-16,53;AvançoFase;16,4
18/01/2026 - 22:25:41,981;8,59;24,86;-16,27;-14,23;AvançoFase;16,4
18/01/2026 - 22:25:42,408;8,31;24,45;-16,14;-15;AvançoFase;16,4
18/01/2026 - 22:25:42,835;8,08;24,24;-16,16;-14,75;AvançoFase;16,4
18/01/2026 - 22:25:43,156;8;24,14;-16,14;-13,1;AvançoFase;16,4
18/01/2026 - 22:25:43,584;8,08;24,57;-16,49;-14,24;AvançoFase;16,4
18/01/2026 - 22:25:44,010;8,33;24,79;-16,46;-12,67;AvançoFase;16,4
18/01/2026 - 22:25:44,438;8,61;25,46;-16,85;-14,22;AvançoFase;16,4
18/01/2026 - 22:25:44,864;9,11;25,38;-16,27;-11,99;AvançoFase;16,4
18/01/2026 - 22:25:45,186;9,74;25,28;-15,54;-10,82;AvançoFase;16,4
18/01/2026 - 22:25:45,613;10,49;25,83;-15,34;-10,99;AvançoFase;16,4
18/01/2026 - 22:25:46,040;11,33;26,11;-14,78;-11,23;AvançoFase;16,4
18/01/2026 - 22:25:46,575;12,01;26,46;-14,45;-9,22;AvançoFase;16,4
18/01/2026 - 22:25:46,895;12,95;26,55;-13,6;-8,54;AvançoFase;16,4
18/01/2026 - 22:25:47,215;13,93;27,33;-13,4;-10,07;AvançoFase;16,4
18/01/2026 - 22:25:47,748;14,91;27,09;-12,18;-8,44;AvançoFase;16,4
18/01/2026 - 22:25:48,069;15,86;27,41;-11,55;-6,84;AvançoFase;16,4
18/01/2026 - 22:25:48,497;16,55;27,78;-11,23;-8,3;AvançoFase;16,4
18/01/2026 - 22:25:49,351;18,16;28,21;-10,05;-7,24;AvançoFase;16,4
18/01/2026 - 22:25:49,778;18,8;28,51;-9,71;-5,2;AvançoFase;16,4
18/01/2026 - 22:25:50,099;19,32;28,55;-9,23;-6,1;AvançoFase;16,4
18/01/2026 - 22:25:50,526;19,63;28,37;-8,74;-7,39;AvançoFase;16,4
18/01/2026 - 22:25:50,953;19,89;28,31;-8,42;-6,76;AvançoFase;16,4
18/01/2026 - 22:25:51,380;20;28,44;-8,44;-6,64;AvançoFase;16,4
18/01/2026 - 22:25:51,807;19,94;28,75;-8,81;-7,65;AvançoFase;16,4
18/01/2026 - 22:25:52,128;19,73;28,81;-9,08;-10,01;AvançoFase;16,4
18/01/2026 - 22:25:52,554;19,47;28,9;-9,43;-10,29;AvançoFase;16,4
18/01/2026 - 22:25:53,089;18,86;27,31;-8,45;-6;AvançoFase;16,4
18/01/2026 - 22:25:53,410;18,39;27,64;-9,25;-8,24;AvançoFase;16,4
18/01/2026 - 22:25:53,837;17,66;27,46;-9,8;-11,63;AvançoFase;16,4
18/01/2026 - 22:25:54,158;16,84;28,26;-11,42;-13,05;AvançoFase;16,4
18/01/2026 - 22:25:54,586;15,94;27,5;-11,56;-11,57;AvançoFase;16,4
18/01/2026 - 22:25:55,119;14,99;26,53;-11,54;-10,81;AvançoFase;16,4
18/01/2026 - 22:25:55,440;14,26;26,44;-12,18;-13,22;AvançoFase;16,4
18/01/2026 - 22:25:55,866;13,28;26,1;-12,82;-14,74;AvançoFase;16,4
18/01/2026 - 22:25:56,187;12,32;25,96;-13,64;-15,41;AvançoFase;16,4
18/01/2026 - 22:25:56,615;11,4;26,08;-14,68;-15,99;AvançoFase;16,4
18/01/2026 - 22:25:57,041;10,55;25,24;-14,69;-14,54;AvançoFase;16,4
18/01/2026 - 22:25:57,576;9,98;24,87;-14,89;-13,42;AvançoFase;16,4
18/01/2026 - 22:25:57,895;9,31;24,49;-15,18;-13,92;AvançoFase;16,4
18/01/2026 - 22:25:58,216;8,76;24,5;-15,74;-14,91;AvançoFase;16,4
18/01/2026 - 22:25:58,750;8,35;24,81;-16,46;-16,37;AvançoFase;16,4
18/01/2026 - 22:25:59,070;8,1;24,99;-16,89;-15,39;AvançoFase;16,4
18/01/2026 - 22:25:59,499;8,01;24,46;-16,45;-12,99;AvançoFase;16,4
18/01/2026 - 22:26:00,032;8,02;24,26;-16,24;-12,18;AvançoFase;16,4
18/01/2026 - 22:26:00,351;8,21;24,84;-16,63;-13,75;AvançoFase;16,4
18/01/2026 - 22:26:00,778;8,55;25,57;-17,02;-13,46;AvançoFase;16,4
18/01/2026 - 22:26:01,099;9,02;25,43;-16,41;-12,94;AvançoFase;16,4
18/01/2026 - 22:26:01,527;9,48;25,13;-15,65;-10,12;AvançoFase;16,4
18/01/2026 - 22:26:01,953;10,19;25,47;-15,28;-10,3;AvançoFase;16,4
18/01/2026 - 22:26:02,487;10,99;26,05;-15,06;-11,45;AvançoFase;16,4
18/01/2026 - 22:26:02,808;11,88;26,88;-15;-11,96;AvançoFase;16,4
18/01/2026 - 22:26:03,129;12,82;26,91;-14,09;-10,84;AvançoFase;16,4
18/01/2026 - 22:26:03,557;13,55;27,16;-13,61;-7,87;AvançoFase;16,4
18/01/2026 - 22:26:03,985;14,78;27,73;-12,95;-10,47;AvançoFase;16,4
18/01/2026 - 22:26:04,946;16,43;27,93;-11,5;-5,64;AvançoFase;16,4
18/01/2026 - 22:26:05,267;17,29;27,9;-10,61;-7,63;AvançoFase;16,4
18/01/2026 - 22:26:05,588;18,05;28,08;-10,03;-6,5;AvançoFase;16,4
18/01/2026 - 22:26:05,997;18,73;27,87;-9,14;-4,75;AvançoFase;16,4
18/01/2026 - 22:26:06,425;19,13;28,09;-8,96;-6,08;AvançoFase;16,4
18/01/2026 - 22:26:06,850;19,57;28,96;-9,39;-7,71;AvançoFase;16,4
18/01/2026 - 22:26:07,278;19,86;28,81;-8,95;-9,24;AvançoFase;16,4
18/01/2026 - 22:26:07,599;19,98;28,34;-8,36;-7,64;AvançoFase;16,4
18/01/2026 - 22:26:08,025;19,97;28,22;-8,25;-8,3;AvançoFase;16,4
18/01/2026 - 22:26:08,454;19,84;27,97;-8,13;-6,58;AvançoFase;16,4
18/01/2026 - 22:26:08,880;19,54;28,02;-8,48;-7,31;AvançoFase;16,4
18/01/2026 - 22:26:10,055;17,8;27,87;-10,07;-10,76;AvançoFase;16,4
18/01/2026 - 22:26:10,483;17,2;27,48;-10,28;-11,79;AvançoFase;16,4
18/01/2026 - 22:26:10,909;16,32;27,27;-10,95;-12,03;AvançoFase;16,4
18/01/2026 - 22:26:11,230;15,4;27,03;-11,63;-12,53;AvançoFase;16,4
18/01/2026 - 22:26:11,763;14,43;26,75;-12,32;-12,31;AvançoFase;16,4
18/01/2026 - 22:26:12,084;13,45;26,47;-13,02;-14,35;AvançoFase;16,4
18/01/2026 - 22:26:12,512;12,72;26,14;-13,42;-14,39;AvançoFase;16,4
18/01/2026 - 22:26:12,939;11,78;25,76;-13,98;-14,07;AvançoFase;16,4
18/01/2026 - 22:26:13,366;10,9;25,6;-14,7;-15,28;AvançoFase;16,4
18/01/2026 - 22:26:13,793;10,11;25,14;-15,03;-14,17;AvançoFase;16,4
18/01/2026 - 22:26:14,114;9,42;25,2;-15,78;-14,99;AvançoFase;16,4
18/01/2026 - 22:26:14,542;8,98;24,67;-15,69;-14,07;AvançoFase;16,4
18/01/2026 - 22:26:14,968;8,41;24,49;-16,08;-13,75;AvançoFase;16,6
18/01/2026 - 22:26:15,396;8,19;24,18;-15,99;15,43;AvançoFase;16,6
18/01/2026 - 22:26:15,822;12,71;25,17;-12,46;-9,73;AvançoFase;16,6
18/01/2026 - 22:26:16,250;11,79;26,26;-14,47;-18,09;AvançoFase;16,6
18/01/2026 - 22:26:16,571;10,91;26,92;-16,01;-19,04;AvançoFase;16,6
18/01/2026 - 22:26:16,997;10,11;25,76;-15,65;-13,96;AvançoFase;16,6
18/01/2026 - 22:26:17,423;9,6;23,41;-13,81;-10,51;AvançoFase;16,6
18/01/2026 - 22:26:17,954;9;21,03;-12,03;-6,04;AvançoFase;16,6
18/01/2026 - 22:26:18,272;8,53;18,99;-10,46;-3,68;AvançoFase;16,6
18/01/2026 - 22:26:18,589;8,21;15,85;-7,64;0,42;AvançoFase;16,6
18/01/2026 - 22:26:19,012;8,02;13,61;-5,59;1,49;AvançoFase;16,6
18/01/2026 - 22:26:19,541;8;14,08;-6,08;-2,56;AvançoFase;16,6
18/01/2026 - 22:26:19,858;8,09;15,45;-7,36;-8,49;AvançoFase;16,6
18/01/2026 - 22:26:20,176;8,33;15,78;-7,45;-7,67;AvançoFase;16,6
18/01/2026 - 22:26:20,600;8,72;14,76;-6,04;-2,27;AvançoFase;16,6
18/01/2026 - 22:26:21,022;9,25;13,41;-4,16;1,89;AvançoFase;16,6
18/01/2026 - 22:26:21,445;9,72;13,86;-4,14;0,22;AvançoFase;16,6
18/01/2026 - 22:26:21,868;10,44;15,2;-4,76;-4,36;AvançoFase;16,6
18/01/2026 - 22:26:22,186;11,26;16,01;-4,75;-4,71;AvançoFase;16,6
18/01/2026 - 22:26:22,609;12,14;16,16;-4,02;-1,82;AvançoFase;16,6
18/01/2026 - 22:26:23,138;13,08;15,4;-2,32;2,57;AvançoFase;16,6
18/01/2026 - 22:26:23,561;13,79;14,94;-1,15;3,94;AvançoFase;16,6
18/01/2026 - 22:26:23,878;14,75;15,39;-0,64;2,47;AvançoFase;16,6
18/01/2026 - 22:26:24,196;15,69;16,08;-0,39;1,15;AvançoFase;16,6
18/01/2026 - 22:26:24,621;16,59;17,07;-0,48;-0,15;AvançoFase;16,6
18/01/2026 - 22:26:25,046;17,42;17,68;-0,26;0,56;AvançoFase;16,6
18/01/2026 - 22:26:25,471;17,98;17,76;0,22;2,1;AvançoFase;16,6
18/01/2026 - 22:26:25,895;18,66;17,71;0,95;2,97;AvançoFase;16,6
18/01/2026 - 22:26:26,215;19,2;17,7;1,5;2,96;AvançoFase;16,6
18/01/2026 - 22:26:26,744;19,61;17,93;1,68;2,71;AvançoFase;16,6
18/01/2026 - 22:26:27,064;19,88;18,03;1,85;1,83;AvançoFase;16,6
18/01/2026 - 22:26:27,596;19,98;18,22;1,76;1,43;AvançoFase;16,6
18/01/2026 - 22:26:27,914;19,98;18,39;1,59;0,3;AvançoFase;16,6
18/01/2026 - 22:26:28,232;19,82;18,51;1,31;0;AvançoFase;16,6
18/01/2026 - 22:26:28,762;19,52;18,69;0,83;-0,56;AvançoFase;16,6
18/01/2026 - 22:26:29,507;18,64;18,64;0;-1,91;AvançoFase;16,6
18/01/2026 - 22:26:29,931;17,98;18,56;-0,58;-2,64;AvançoFase;16,6
18/01/2026 - 22:26:30,357;17,21;18,52;-1,31;-3,96;AvançoFase;16,6
18/01/2026 - 22:26:30,780;16,36;18,43;-2,07;-4,93;AvançoFase;16,6
18/01/2026 - 22:26:31,099;15,45;18,01;-2,56;-4,16;AvançoFase;16,6
18/01/2026 - 22:26:31,522;14,73;16,77;-2,04;-2,72;AvançoFase;16,6
18/01/2026 - 22:26:31,945;13,78;14,88;-1,1;0,08;AvançoFase;16,6
18/01/2026 - 22:26:32,370;12,82;14,03;-1,21;-0,28;AvançoFase;16,6
18/01/2026 - 22:26:32,898;11,89;14,5;-2,61;-4,41;AvançoFase;16,6
18/01/2026 - 22:26:33,109;11,03;14,98;-3,95;-8;AvançoFase;16,6
18/01/2026 - 22:26:33,533;10,43;14,78;-4,35;-6,75;AvançoFase;16,6
18/01/2026 - 22:26:33,957;9,53;13,67;-4,14;-3,41;AvançoFase;16,6
18/01/2026 - 22:26:34,381;9,09;13,23;-4,14;-3,15;AvançoFase;16,6
18/01/2026 - 22:26:34,908;8,6;13,92;-5,32;-6,42;AvançoFase;16,6
18/01/2026 - 22:26:35,227;8,25;14,47;-6,22;-8,14;AvançoFase;16,6
18/01/2026 - 22:26:35,544;8,09;14,42;-6,33;-6,67;AvançoFase;16,6
18/01/2026 - 22:26:35,966;8;13,45;-5,45;-2,67;AvançoFase;16,6
18/01/2026 - 22:26:36,391;8,07;13,18;-5,11;-1,9;AvançoFase;16,6
18/01/2026 - 22:26:36,813;8,28;14,24;-5,96;-5,27;AvançoFase;16,6
18/01/2026 - 22:26:37,130;8,65;15,02;-6,37;-7,07;AvançoFase;16,6
18/01/2026 - 22:26:37,539;9,01;14,89;-5,88;-3,69;AvançoFase;16,6
18/01/2026 - 22:26:37,974;9,75;14,11;-4,36;0,14;AvançoFase;16,6
18/01/2026 - 22:26:38,402;10,32;13,94;-3,62;0,63;AvançoFase;16,6
18/01/2026 - 22:26:38,820;11,1;14,69;-3,59;-0,89;AvançoFase;16,6
18/01/2026 - 22:26:39,143;11,98;15,26;-3,28;-1,93;AvançoFase;16,6
18/01/2026 - 22:26:39,566;12,93;15,74;-2,81;-0,61;AvançoFase;16,6
18/01/2026 - 22:26:39,988;13,88;15,68;-1,8;1,49;AvançoFase;16,6
18/01/2026 - 22:26:40,518;14,6;15,36;-0,76;3,3;AvançoFase;16,6
18/01/2026 - 22:26:40,834;15,55;15,4;0,15;3,69;AvançoFase;16,6
18/01/2026 - 22:26:41,151;16,45;15,73;0,72;3,12;AvançoFase;16,6
18/01/2026 - 22:26:41,576;17,29;16,2;1,09;2,76;AvançoFase;16,6
18/01/2026 - 22:26:41,998;18,05;16,41;1,64;3,21;AvançoFase;16,6
18/01/2026 - 22:26:42,421;18,55;16,44;2,11;3,53;AvançoFase;16,6
18/01/2026 - 22:26:42,843;19,12;16,47;2,65;3,84;AvançoFase;16,6
18/01/2026 - 22:26:43,161;19,55;16,44;3,11;4,32;AvançoFase;16,6
18/01/2026 - 22:26:43,585;19,84;16,46;3,38;3,67;AvançoFase;16,6
18/01/2026 - 22:26:44,005;19,98;16,42;3,56;3,29;AvançoFase;16,6
18/01/2026 - 22:26:44,427;19,98;16,5;3,48;2,91;AvançoFase;16,6
18/01/2026 - 22:26:44,840;19,87;16,41;3,46;2,36;AvançoFase;16,6
18/01/2026 - 22:26:45,588;19,19;16,4;2,79;0,82;AvançoFase;16,6
18/01/2026 - 22:26:46,014;18,63;16,32;2,31;0,24;AvançoFase;16,6
18/01/2026 - 22:26:46,428;18,14;16,14;2;-0,44;AvançoFase;16,6
18/01/2026 - 22:26:46,860;17,39;15,7;1,69;-0,49;AvançoFase;16,6
18/01/2026 - 22:26:47,179;16,57;15,34;1,23;-0,76;AvançoFase;16,6
18/01/2026 - 22:26:47,605;15,65;15,04;0,61;-1,52;AvançoFase;16,6
18/01/2026 - 22:26:48,451;13,99;14,93;-0,94;-4,09;AvançoFase;16,6
18/01/2026 - 22:26:48,978;13,03;14,84;-1,81;-4,8;AvançoFase;16,6
18/01/2026 - 22:26:49,297;12,1;14,66;-2,56;-4,69;AvançoFase;16,6
18/01/2026 - 22:26:49,614;11,22;14,6;-3,38;-5,44;AvançoFase;16,6
18/01/2026 - 22:26:50,037;10,4;14,64;-4,24;-6,29;AvançoFase;16,6
18/01/2026 - 22:26:50,460;9,86;14,58;-4,72;-6,44;AvançoFase;16,6
18/01/2026 - 22:26:50,883;9,22;14,5;-5,28;-6,38;AvançoFase;16,6
18/01/2026 - 22:26:51,200;8,69;14,32;-5,63;-6;AvançoFase;16,6
18/01/2026 - 22:26:51,625;8,32;13,94;-5,62;-4,97;AvançoFase;16,6
18/01/2026 - 22:26:52,050;8,08;13,61;-5,53;-4,35;AvançoFase;16,6
18/01/2026 - 22:26:52,478;8,01;13,42;-5,41;-4,31;AvançoFase;16,6
18/01/2026 - 22:26:52,902;8,03;13,37;-5,34;-4,05;AvançoFase;16,6
18/01/2026 - 22:26:53,329;8,23;13,39;-5,16;-3,49;AvançoFase;16,6
18/01/2026 - 22:26:53,746;8,56;13,87;-5,31;-3,86;AvançoFase;16,6
18/01/2026 - 22:26:54,062;9,02;14,46;-5,44;-4,71;AvançoFase;16,6
18/01/2026 - 22:26:54,589;9,46;14,69;-5,23;-3,42;AvançoFase;16,6
18/01/2026 - 22:26:54,913;10,16;14,65;-4,49;-1,09;AvançoFase;16,6
18/01/2026 - 22:26:55,224;10,94;14,85;-3,91;-0,88;AvançoFase;16,6
18/01/2026 - 22:26:55,866;11,8;15,14;-3,34;-0,62;AvançoFase;16,6
18/01/2026 - 22:26:56,078;12,73;15,1;-2,37;1,1;AvançoFase;16,6
18/01/2026 - 22:26:56,501;13,44;15,11;-1,67;1,92;AvançoFase;16,6
18/01/2026 - 22:26:56,923;14,41;15,22;-0,81;2,48;AvançoFase;16,6
18/01/2026 - 22:26:57,452;15,35;15,29;5,99999999999987E-02;2,9;AvançoFase;16,6
18/01/2026 - 22:26:57,764;16,27;15,26;1,01;3,59;AvançoFase;16,6
18/01/2026 - 22:26:58,083;17,1;15,37;1,73;3,94;AvançoFase;16,6
18/01/2026 - 22:26:58,511;17,7;15,64;2,06;3,9;AvançoFase;16,6
18/01/2026 - 22:26:58,930;18,42;15,97;2,45;3,74;AvançoFase;16,6
18/01/2026 - 22:26:59,351;19;16,18;2,82;3,8;AvançoFase;16,6
18/01/2026 - 22:26:59,765;19,47;16,33;3,14;3,37;AvançoFase;16,6
18/01/2026 - 22:27:00,083;19,79;16,4;3,39;3,78;AvançoFase;16,6
18/01/2026 - 22:27:00,627;19,94;16,49;3,45;3,41;AvançoFase;16,6
